NAME	786-0	BT-549	CCRF-CEM	COLO 205	EKVX	HCC-2998	HCT-15	HOP-62	HOP-92	HS 578T	HT29	K-562	KM12	M14	MDA-MB-231/ATCC	MDA-MB-435	NCI-H23	NCI-H322M	NCI-H522	OVCAR-3	OVCAR-5	OVCAR-8	PC-3	RXF-393	SF-268	SF-295	SK-MEL-2	SN12C	SNB-19	SNB-75	SW-620	T-47D	U251	A498	A549/ATCC	ACHN	CAKI-1	HCT-116	LOX IMVI	MALME-3M	MCF7	MOLT-4	NCI-H460	OVCAR-4	SF-539	SK-MEL-5	SR	UACC-257	UACC-62	UO-31
TNFSF12	16.19	12.63	16.99	11.24	14.37	34.92	14.18	9.59	17.3	22.9	16.67	571.17	16.72	25.36	9.9	27.39	10.64	19.35	28.41	25.47	36.59	23.33	13.73	16	21.6	17.79	20.85	33.22	17.54	16.34	12.91	15.17	25.33	30.72	10.54	18.76	14.15	9.23	9.83	31.83	15.04	21.27	41.28	37.54	11.3	25.88	23.11	28.53	13.55	11.75
ESRRB	21.87	10.19	8.83	10.77	12	9.85	9.83	11.46	13.39	18.83	9.21	7.92	12.52	10.18	12.21	8.88	10	15.59	10.92	15.9	12.55	12.99	14.29	19.7	10.76	10.21	13.27	19.47	14.16	14.48	9.53	20.98	11.26	25.03	11.65	13.51	15.68	8.92	9.83	15.36	10.94	14.88	14.45	15.31	9.93	14.74	26.46	11.75	14.31	22.16
CNTF	9.62	7.6	8.24	11.95	7.05	9.92	9.21	6.75	3.83	6.07	4.48	15.57	5.56	8.01	7.99	14.82	7.16	6.39	4.64	7.68	8.16	9.48	14.24	6.6	15.54	11.49	11.17	7.98	13.23	11.12	11.76	7.75	9.3	8.97	6.39	9.08	10.42	5.33	9.54	7.14	9.21	6.86	15.62	9.13	5.43	19.57	9.72	8.21	25.67	4
2310043M15RIK	18.45	18.18	21.51	22.96	12.7	11.78	17.16	12.18	8.04	12.85	10.89	20.35	20.51	10.54	12.24	12.26	23.69	14.56	12.7	13.05	10.18	17.02	16.51	18.05	17.33	24.28	14.13	17	8.27	14.56	20.18	14.64	8.76	15.86	19.16	11.83	15.34	15.8	17.31	23.31	13.35	31.9	11.83	19.94	29.65	14.26	17.6	15.17	19.22	8.68
LOC100045707	25.18	29.43	14.37	55.95	25.81	30.56	46.64	17.33	19.39	23.19	42.2	21.62	18.62	20.2	20.12	17.73	80.26	20.53	75.94	20.57	16.7	19.88	20.4	23.68	23.65	24.32	24.55	22.2	17.86	20.13	16.67	33.98	21.02	31.83	17.55	27.47	20.77	21.14	24.8	22.71	38.84	20.44	17.93	27.23	21.69	17.34	16.68	23.56	21.89	20.16
RIF1	72.75	426.94	857	295.83	337.51	234.36	196.74	553.17	344.97	201.83	352.4	449.43	479.24	449.55	472.91	492.96	480.98	343.31	288.89	244.93	168.15	335.52	211	112.27	329.03	331.66	420.57	204.01	312.14	340.99	549.34	388.57	189.28	126.63	245.6	187.35	225.7	436.85	446.13	322.2	261.38	622.41	266.52	314.47	352.4	189.01	235.19	348.41	154.13	294.48
CYP11A1	1349.96	1333.88	23.39	25.74	172.89	33.19	8.38	20.32	42.16	37.99	24.25	27.45	27.31	42.62	14.73	23.46	109.84	15.21	16.64	58.13	44.31	204.29	167.89	1201.09	133.78	130.97	131.15	29.7	1554.02	153.35	18.34	24.89	488.73	1804.35	57.04	288.38	557.24	21.17	79.67	30.58	13.82	73.13	498.07	19.03	135.93	40.23	39.07	258.73	43.05	316.47
2210409E12RIK	226.44	155.38	164.64	175.48	184.83	131.28	212.5	176.62	176.48	112.89	224.65	148.23	143.41	169.52	176.26	109.09	250.53	205.63	181.18	133.16	232.38	228.67	257.35	177.49	173.06	206.86	129.16	230.19	217.37	164.05	181.63	150.98	227.45	214.09	133.76	169.39	150.61	189.07	172.84	121.22	249.33	158.93	247.79	229.1	251.58	117.28	215.54	267.92	186	145
EG627821	61.47	47.6	24.37	35.99	32.74	21.14	24.54	51.86	48.99	74.6	8.04	29.47	15.92	26.07	49.88	20.16	44.02	16.34	48.38	36.6	40.67	54.14	46.37	38.37	68.83	53.37	32.33	79.48	81.21	41.38	47.76	32.9	52.31	70.06	38.52	67.75	66.6	29.78	69.88	41.47	18.71	12.5	32.44	63.13	30.44	57.02	20.11	60.88	65.72	50.87
PCMTD1	2.8	6.16	9.96	2.87	3.79	2.61	7.46	2.87	2.34	7.29	2.4	6.82	4.09	2.81	6.46	3.17	5.56	3.69	5.67	2.95	4.12	6.54	11.83	8.37	9.74	2.79	2.73	4.82	4.8	3.38	1.78	9.12	4.65	5.85	3.48	2.33	2.86	2.89	3.24	11.48	10.73	2.93	5.95	3.64	2.27	3.88	14.85	3.02	11.04	2.9
DPPA3	515.65	276.79	191.72	419.69	348.58	386.53	412.18	242.73	324.79	456.95	442.59	395.52	431.2	308.13	338.29	423.96	320.58	389.24	245.18	546.55	359.57	504.42	505.89	570.32	300.5	325.01	297.94	338.84	332.65	399.1	337.52	397.76	314.98	467.57	241.67	436.48	599.68	345.75	217.01	304.57	469.59	345.85	220.64	628.37	383.67	411.41	247.25	413.92	441.9	384.75
RNF165	87.89	207.58	84.39	110.6	10.91	62.9	104.2	79.68	142.87	79.8	183.13	10.45	39.93	108.25	142.27	72.24	32.12	26.51	20.67	51.58	83.61	69.52	241.02	118.01	78.23	54.44	119.01	41.12	31.37	85.2	128.27	26.95	45.24	158.05	81.31	56.71	141.78	115.72	161.2	168.42	21.26	48.79	89.97	23.01	70.89	45.28	39.79	132.23	68.89	95.89
4930503L19RIK	15.9	1.45	2.45	1.79	1.42	2.45	1.22	2.56	1.52	2.48	0.88	2.3	2.3	1.6	1.7	1.92	7.17	2.17	1.84	3.26	1.93	1.87	2.61	2.85	4.37	1.82	4.6	9.54	2.34	1.64	1.81	4.47	2.07	4.37	1.98	2.17	2.55	1.36	1.65	2.6	2.29	2.32	2.43	4.01	2.07	3.16	2.35	2.3	2.44	2.33
G2E3	915.73	1626.01	930.97	2657.1	2399.91	414.06	734.43	2359.77	667.95	2593.43	1187.63	473.54	1153.08	1765.59	1385.36	1282.8	846.1	1145.38	459.64	1211.87	1435.73	589.48	760.65	1168.19	927.84	918.63	1859.54	967.7	997.83	2899.96	1251.97	2607.69	821.85	2333.42	2205.95	1230.93	1438.94	1967.14	740.64	909.64	1874.75	355.15	749.21	877.55	1114.59	518.14	361.39	957.74	1004.12	1960.04
HELLS	86.57	71.85	92.51	45.01	76	66.8	129.04	95.99	38.05	96.79	83.45	79.36	50	71.96	75.51	38.93	108.3	144.27	103.99	91.74	104.59	53.7	92.66	77.84	72.53	66.59	70.32	73.73	58.31	93.26	67.03	152.57	56.52	58.69	84.32	65.11	67.27	72.8	53.6	72.29	130.82	35.93	93.63	115.32	73.1	120.05	51.12	61.52	81.07	61.33
SLC20A1	8.29	8.48	96.09	19.76	14.35	4.16	10.27	7.3	7.86	18.49	7.27	17.89	10.42	11.53	18.22	17.78	29.77	27.35	6.71	20.09	21.68	9.05	12.43	24.99	15.19	6.93	25.96	11.81	27.11	11.27	10.42	20.7	7.69	11.28	16.6	13.57	13.13	23.3	15.21	17.63	14.04	104.38	15.65	17.08	8.92	35.57	31.16	13.7	18.3	22.56
CHGA	59.9	26.72	29.35	148.95	136.85	110.31	26.93	47.01	23.63	34.5	292.9	58.5	24.88	38.46	39.83	25.2	29.36	30.74	20.83	52.73	46.43	32.99	44.57	100.32	48.39	16.52	34.2	47.23	69.48	40.66	38.31	23.35	77.41	52.59	28.04	19.45	19.84	67.74	27.78	46.54	27.74	31.89	50.22	29.34	14.64	117.19	55.13	40.33	26.35	19.37
GNA14	14.94	12.09	14.66	4.48	10.79	2.4	9.64	16.38	5.31	4.08	4.12	25.84	10.72	20.47	12.23	7.77	14.06	10.23	19.95	44.19	21.6	18.8	10.2	26.74	17.64	8.04	7.32	16.46	13.06	14.1	2.71	16.09	21.41	10.08	10.88	10.5	10.51	3.34	6.04	11.62	11.8	29.27	20.58	14.42	12.84	6.22	17.49	17.28	3.32	17.62
PLEKHG1	18.53	5.68	45.85	48.2	105.36	30.85	51.36	34.36	6.14	40.08	31.5	5.95	72.13	14.46	2.31	14.29	23.24	55.28	48.59	40.66	51.82	2.35	39.51	33.03	25.47	26.96	10.81	7.51	23.88	16.26	51.46	57.43	32.01	12.07	67	6.82	21.22	36.46	24.89	19.31	58.54	52.2	39.74	17.99	58.87	9.3	34.54	9.7	21.1	6.57
TTLL6	2488.36	2279.15	1793.02	2251.91	2559.02	1948.62	1881.91	1519.41	3180.76	1997.89	2320.3	3335.47	2115.08	3639.05	1774.69	4068.04	2112.53	1463.42	2289.72	2006.61	3104.25	2673.22	2479.75	2564.88	1236.17	2790.11	2985.66	2290.41	2171.29	1540.37	1509.03	2806.09	2908.62	2377.98	1573.6	1461.13	1642.74	1683.5	1889.24	3088.87	3535.61	2704.7	2742.78	976.78	1587.26	8502.86	2733.57	4747.29	8525.83	1868.5
LRRC34	3919.57	2404.35	4066.08	5871.98	2823.54	4728.67	5592.02	1825.71	3791.35	3182.55	4638.09	5767.93	6088.33	2847.32	3345.69	2763.35	3379.1	1567.18	2742.67	5629.96	1995.29	4328.2	2802.26	3625.14	2051.44	2931.58	2083.79	3577.6	3307.03	2526.19	4610.24	3290.77	2824.23	3366.59	5185.11	2351.56	2015.06	4822.35	3558.45	2016.95	4570.66	4930.54	3097.53	3798.25	1640.3	4347.66	3521.15	3348.03	4953.04	2297.09
LIPH	145.82	132.52	366.57	667.18	584.26	520.05	252.34	214.09	347.44	114.19	290.75	414.26	323.08	216.25	249.16	368.04	158.5	106.47	461.2	499.43	274.86	184.64	462.75	151.68	271.66	376.17	419.59	331.35	274.01	134.17	393.69	581.35	295.56	217.48	417.07	255.42	490.96	517.38	246.95	146.92	505.29	542.84	408.47	508.27	377.58	567.23	68.15	247.56	208.22	112.29
LOC547150	134.79	174.08	123.58	118.65	209.69	46.19	72.33	89.1	137.42	112.29	219.98	128.42	32.1	157.09	105.9	85.05	169.46	192.83	301.47	332.61	172.43	264.28	122.46	123.67	70.62	122.81	99.38	226.21	146.8	151.37	69.97	86.65	167.01	70.88	227.69	213.02	147.89	102.06	127.47	159.22	70.37	135.45	146.43	243.64	119.78	153	229.29	208.54	132.66	107.98
HCK	98.9	132.98	93.68	94.88	86.64	162.72	83.23	117.3	90.02	82	78.86	89.39	108.1	103.52	73.23	53.35	141.23	120.4	101.85	119.23	98.57	83.82	113.35	101.48	126.11	69.61	107.3	98.85	138.11	79.8	85.91	59.65	105.76	111.22	54.93	134.71	108.06	76.5	154.02	148.78	77.6	69.55	143.32	92.52	89.97	92.45	117.81	114.94	99.28	119.4
BC032203	1516.79	1445.98	1292.38	1029.65	2145.55	889.78	1662.14	1620.27	579.26	1203.91	1694.77	1665.39	1505.96	1017.29	1456.71	1217.3	1389.09	731.3	1926.05	1038.36	3141.84	1139.43	1141.57	1612.13	1608.06	1404.96	800.09	1487.66	1613.83	1329.36	1667.04	1539.32	1570.84	1506.55	1337.34	1217.05	1101.64	1582.65	1867.59	550.19	1167.93	2055.73	581.94	578.83	1740.8	692.54	2281.05	542.48	573.97	2136.11
TRIB2	2.37	2.1	6.79	4.92	5	2.61	8.51	6.57	8.37	23.4	5.12	16.61	5.97	21.75	4.68	5.04	8.76	12.67	4.61	5.41	5.8	5.04	10.88	25.18	19.63	7.59	5.43	4.39	5.01	13.73	1.74	6.05	5.98	5.58	11.46	8.48	4.01	2.72	2.65	7.63	12.94	14.55	9.7	14.92	6.71	3.47	13.21	19.96	7.92	4.79
ZP3	14.39	25.55	11.39	13.19	26.83	13.38	6.79	12.1	14.16	23.89	11.47	8.19	13.91	16.73	4.92	10.53	16.17	3.51	5.76	18.54	8.18	15.96	5.51	16.67	24.49	8.95	10.37	8.2	8.74	14.48	14.62	3.65	22.57	31.06	16.56	8.76	11.72	10.83	18.64	10.76	14.07	14.65	15.26	25.12	4.99	14.26	13.29	15.69	12.21	13.52
NTN1	128.81	79.58	123.08	135.73	169.53	93.65	126.38	59.64	131.83	79.77	71.45	102.13	131.87	77.15	94.23	87.52	101.9	123.04	66.48	124.75	203	164.08	134.88	82.51	68.04	120.65	67.02	106.07	78.31	132.74	118.19	90.09	92.25	111.83	105.25	124.21	52.09	120.14	86.33	49.28	104.86	88.23	55.71	129.33	81.46	119.81	55.33	208.72	178.64	84.46
CALCA	7.43	15.51	23.44	14.31	4.7	4.21	7.48	8.35	3.15	8.05	10.99	7.76	6.16	5.42	11.82	4.8	4.81	5.96	5.92	6.57	6.87	6.12	6.72	13.6	5.23	10.25	8.44	12.76	17.16	6.43	6.62	14.13	8.62	18.18	8.37	7.94	6.99	8.04	6.68	10.37	7.78	9.15	6.94	8.05	7.38	7.62	8.27	5.43	15.36	4.16
ZFP493	25.03	59.99	28.03	45.02	14.31	10.4	25.89	30.75	32.45	29.32	16.38	16.13	17.29	27.2	10.5	32.45	38.48	7.14	54.35	24.32	17.19	17.4	51.95	19.47	18.71	28.76	64.16	14.76	57.04	39.1	134.54	21.61	24.42	13.04	37.31	16.39	8.32	39.89	28.52	14.84	30.78	28.82	48.81	10.6	38.03	6.56	19.35	15.91	26.84	20.86
ARL4A	27.01	90.97	7.65	16.1	190.97	44.84	10.45	173.65	58.24	129.5	25.98	27.29	15.96	134.49	129.88	141.44	145.52	12.68	11.76	143	49.21	144.13	53.83	20.88	62.57	67.62	83.11	133.45	88.65	105.12	13.61	273.5	56.73	116.23	139.19	18.02	95.32	14.45	37.28	92.78	52.53	33.17	62.35	88.18	63.82	76.62	48.44	127.42	96.48	65.58
AI452195	131.3	375.25	734.72	355.42	463.49	460.42	404.99	458.28	244.42	177.5	436.32	473.22	471.34	329.8	529.53	406.7	343.9	204.99	347.57	490.2	151.21	166.1	245.91	200.08	405.53	259.17	373.18	221.87	356.59	417.27	644.69	402.76	263.89	187.36	397.6	219.4	214.91	368.56	228.45	283.92	241.61	456.92	471.79	256.11	334.52	222.74	382.15	199.36	189.17	219.14
OTTMUSG00000010671	11.26	5.68	16.3	73.63	115.57	40.93	102.6	102.01	98.15	6.25	34.77	40.98	54.79	3.95	22.78	10.18	33.05	35.62	29.42	13.1	87.89	355.63	89.42	13.99	16.01	8.21	48.63	36.36	124.42	8.48	9.22	45.26	98.19	15.39	131.51	60.89	97.65	81.17	7.24	5.31	7.34	9.57	37.54	41.1	6.19	12.8	7.37	10.59	5.79	59.51
STMN3	81.8	124.19	145.1	122.69	104.15	142.4	181.22	129.71	92.47	115.7	103.67	100.05	90.97	45.97	186.14	116.48	103.53	91	114.89	131.8	135.17	122.44	38.11	63.74	95.68	56.33	100.86	133.63	39.87	46.74	110.78	182.97	46.81	119.36	124.18	82.77	139.19	99.01	83.4	102.4	71.85	131.29	81.57	111.3	133.13	119.41	132.56	106.59	286.6	116.24
JAM2	660.7	684.48	1461.35	2015.44	1304.45	898.95	629.23	939.69	1013.68	534.12	577.81	1125.98	898.67	850.87	715.07	777.79	1020.42	402.85	1968.26	626.15	419.77	1434.48	1563.16	357.34	699.48	1193.6	1318.1	1202.08	871.1	599.19	1156.49	967.8	579.3	784.7	1115.69	1133.99	1120.49	1784.45	1382.3	890.93	681.63	1105.17	1841.63	965.8	667.83	1418.29	443.22	1140.33	1634.87	629.63
ENOX1	112.64	161.2	325.16	144.86	138.81	216.26	207.96	189.95	161.08	158.52	231.58	177.72	282.17	198.09	223.31	320.89	216.39	218.15	256.82	159.03	440.05	103.03	277.87	145.71	183.08	219.79	316.14	148.51	137.73	141.83	264.31	140.29	124.3	206.89	342.35	167.03	126.34	177.37	267.94	301.13	299.84	303.58	268.64	151.32	107.09	236.35	151.75	209.34	192.12	123.09
ZFP28	73.74	143.46	253.12	120.19	102.1	100.29	163.92	125.67	125.97	187.59	68.4	236.44	154.54	283.05	166.44	174.76	123.95	100.51	165.66	97.65	81.06	71	121.73	82.47	165.36	109.02	177.43	125.61	129.1	94.95	219.33	211.2	82.34	32.75	158.74	121.84	49.93	119.07	160.26	212	276.38	254.79	158.23	106.43	152.36	154.99	151.74	112.25	89.29	136.03
4930566F21RIK	16.85	13.29	8	18.16	20.67	11.02	11.39	13.63	5.53	14.87	14.71	11.57	12.16	15.11	18.99	11.14	12.52	4.91	20.03	8.69	12.51	4.91	4.68	18.72	20.64	3.9	9.22	12.12	12.47	22.44	15.26	9.01	6.74	5.71	20.99	10.83	3.61	18.9	18.17	8.52	15.16	11.65	8.62	11.36	12.02	20.01	6.05	17.06	5.83	5.94
PECAM1	275.53	152.46	166.43	153.59	177.43	207.99	199.3	218.87	205.44	184.67	201.34	164.14	175.54	170.55	190.63	193.55	142.48	240.66	164.21	215.32	196.97	259.2	249.46	297.91	237.37	169.89	194.33	226.54	233.93	215.75	191.77	210.11	188.98	240.56	180.98	237.93	253.97	157.09	188.58	218.97	184.4	190.83	207.24	233.54	246.37	226.45	190.93	240.43	244.57	255.74
SLC5A4B	85.83	144.21	86.89	94.07	104.6	114.74	148.7	127.29	122.84	126.28	145.99	99.06	119.37	103.02	97.74	93.08	179.72	119.56	200.2	204.56	119.16	43.05	133.58	80.87	124.28	123.43	107.75	84.27	117.82	96.62	118.66	102.41	122.83	48.35	125.57	94.75	67.51	203.31	85.91	108.07	155.29	79.69	113.21	117.97	106.8	101.33	90.44	110.36	111.64	96.04
TRH	32.91	43.05	46.2	18.89	43.92	69	106.28	86.67	51.57	51.29	38.86	69.24	41.37	36.89	33.46	33.68	56.89	66.53	38.46	20.67	31.25	25.72	33.08	22.86	54.2	38.83	59.74	31.26	29.89	58.77	53.15	74	39.14	16.93	56.11	16.62	25.53	37.82	40.27	59.8	68.15	50.14	31.75	32.74	43.65	47.23	31.2	45.29	24.29	21.41
6430514M23RIK	1.83	0.86	0.78	1.21	1.05	1.29	1.57	1.87	1.48	1.14	0.76	1	1.01	1.07	1.99	4.8	3.4	1.65	0.68	0.72	0.69	0.97	0.68	1	1.87	0.53	0.67	10.67	2.74	0.65	0.87	1.28	0.66	2.23	0.85	2.77	0.76	0.96	1.34	1.52	1.19	1.82	0.99	2.76	0.98	2.54	7.12	1.27	2.65	1.05
MORC1	16.24	5.41	4.63	17.64	6.04	19.88	8.38	8.12	3.55	5.79	15.71	3.67	10.89	4.8	3.09	2.42	7.93	7.75	3.97	9.26	3.02	18.21	7.33	9.08	8.03	5.66	2.56	6.56	4.26	4.21	12.8	12.16	7.98	12.06	5.97	7.51	17.57	7.8	4.19	14.24	11.83	4.74	5.39	5.27	4.57	13.38	8.37	9.26	6.73	20.83
MAPT	284.66	190.18	86.07	304.34	84.91	154.37	91.73	146.48	315.82	244.66	143.76	136.87	125.54	101.26	195.88	172.47	109.84	106.84	129.97	129.01	202.02	130.49	144.59	323.19	166.25	188.48	189.05	511.89	155.88	185.01	106.87	114.58	129.49	439.52	154.49	190.38	112.6	179.09	222.37	463.85	90.65	94.7	116.77	86.52	251.69	204.77	240.35	469.75	259.05	104.75
TAF1D	120.11	302.41	160.42	109.54	198.13	59.43	269.18	193.64	50.38	221.98	137.75	271.53	146.31	92.83	74.36	97.2	117.76	101.21	200.62	135.08	96.96	155.45	74.9	157.33	155.8	100.26	146.78	63.52	81.28	156.3	139.69	212.21	87.05	68.17	192.67	115.11	137.91	105.03	219.94	105.69	140.55	286.64	99.71	108.88	277.8	102.62	162.08	58.57	67.25	174.01
ZFP78	20.54	77.18	13.03	9.64	9.04	14.05	11.48	13.41	19.44	14.69	16.35	12.8	9.85	18	13.04	20.94	11.78	11.7	18.73	18.29	10.82	17.71	15.79	17.68	17.48	12.16	15.89	19.86	16.08	12.3	12.47	8.59	13	24.85	8.82	13.44	18.83	11.7	14.2	23.01	13.89	13.75	12.77	18.18	16.04	19.66	17.78	17.53	22.1	16.45
STC2	5.18	2.64	4.08	1.82	12.39	2.4	1.38	4.19	2.46	4.76	5.8	2.01	1.62	34.59	7.24	12.34	5.76	3.02	1.54	21.72	4.3	3.37	1.65	1.76	20.22	3.66	4.07	1.75	10.68	2.43	3.08	25.07	1.78	4.98	4.79	2.55	1.81	3.06	3.45	5.27	40.35	6.87	9.24	2.84	2.01	13.51	3.22	20.37	19.09	1.1
1-Sep	128.74	376.42	236.45	164.37	24.77	65.01	177.59	32.56	101.13	320.51	170	23.93	272.32	182.62	213.56	253.26	230.29	266.69	39.13	125.66	45.59	212.81	33.77	101.06	478.07	234.84	144.08	54.06	286.49	278.14	201.27	154.97	291.1	154.07	224.3	227.52	127.76	205.7	122.62	189.56	367.35	173.93	160.86	170.12	99.73	108.67	209.25	75.53	93.2	186.87
2410004A20RIK	46.22	41.38	27.53	32.14	42.1	35.79	28.23	25.36	30.66	22.31	44.09	12.81	39.49	38.26	36.35	26.57	55.4	50.27	35.96	37.88	24.83	34.67	30.88	15.05	24.09	28.15	37.28	14.04	41.64	18.11	35.15	55.52	11.01	12.39	39.8	15.79	30.3	43.97	33.64	45.19	40.55	33.25	18.41	37.74	20.33	21.47	27.75	28.73	42.58	41.89
FGF17	158.92	162.68	295.01	236.57	199.05	305.97	255.09	233.39	136.37	230.1	158.55	199.61	234.2	250.93	172.39	284.04	169.01	220.39	219.76	158.4	213.02	191.81	174.38	217.02	223.91	209.06	489.83	151.81	163.51	244.53	236.14	214.33	217.85	122.07	199.13	179.36	176.07	218.85	186.83	159.67	241.7	397.98	147.2	199.95	213.63	216	209.05	221.5	199.61	179.92
SLC5A10	3.22	33.88	204.26	4.94	35.37	7.88	3.94	11.35	3.85	7.71	3.05	4.47	3.36	5.18	5.51	13.71	170.3	9.13	6.93	9.72	4.47	10.21	99.74	4.23	30.11	24.62	9.88	24.99	74.96	26.07	22.38	4.89	45.66	9.67	220.55	4.28	4.66	3.63	88.46	7.67	10.95	123.15	71.87	23.45	25.59	16.61	9.85	5.88	9.47	9.16
P2RX7	11.57	14.29	11.49	5.7	10.77	20.11	8.65	12.76	12.5	16.1	20.28	14.38	5.03	6.74	16.3	12.16	23.26	12.16	23.89	12.24	26.45	13.83	8.68	12.8	15.1	8.26	10.36	22.85	24.66	17.93	7	14.07	16.49	21.02	21.64	6.38	18.4	3.73	12.4	8.7	15.71	19.45	4.51	12.74	16.97	14.09	17.99	17.6	19.96	4.35
DPP4	86.47	45.59	5.34	6.63	415.49	4.44	4.35	56.33	214.69	219.67	4.3	4.84	6.55	4.84	352.44	10.55	42.68	134.57	466.66	50.26	4.79	76.51	13.48	48.69	149.94	119.11	43.78	220.43	264.53	131.86	3.69	124.86	210.02	31.15	17.28	450.81	402.28	4.64	4.96	14.39	44.42	45.42	86.64	111.89	545.97	8.91	5.3	6.58	28.97	480.28
CAMK1D	371.8	317.28	392.52	618.6	498.53	733.58	939.01	483.12	250.08	256.89	705.07	633.99	650.69	482.33	317.61	479.07	521.28	722.95	550.89	1445.61	519.03	434.08	346.92	350.65	305.31	336.6	458.27	294.59	534.84	376.72	597.72	537.96	592.26	537.46	506.4	410.16	570.51	445.2	675.74	607.2	798.21	438.92	763.07	485.26	288.6	606.98	310.19	930.26	822.42	334.85
UBTFL1	17.32	129.21	90.82	105.48	144.24	80.22	62.81	80.19	88.52	70.31	58.64	94.4	54.44	65	119.65	48.36	79.17	81.89	151.36	45.6	102.75	75.82	65.58	55.37	77.93	45.32	125.81	20.97	54.98	89.83	72.27	74.86	75.44	57.8	77.51	77.46	95.64	72.65	41.57	140.84	330.34	117.16	85.51	71.16	38.77	72.32	106.26	49.01	47.92	69.8
LOC100045988	97.4	41.43	26.4	39.7	26.9	21.67	21.58	52.45	27.69	49.24	23.29	49.6	29.72	27.98	51.29	34.37	22.29	31.05	32.42	61.57	30.85	56.2	27.41	107.32	33.48	22.21	33.76	79.5	34.56	36.88	23.43	29.79	23.83	35.45	18.02	24.9	68.04	17.77	22.18	47	43.07	44.05	29.45	144.07	31.3	63.48	50.28	34.29	20.45	44.37
SUFU	12.72	11.82	14.13	13.23	8.85	11.91	6.76	8.57	11.62	17.26	16.07	16.83	4.77	19.9	16.83	15.04	11.13	25.88	13.18	12.87	16.03	6.57	10.04	13.99	17.38	11.47	16.64	22.51	14.83	8.89	15.38	14.85	7.35	16.04	14.86	11.23	9.18	10.35	17.19	22.55	24.24	19.74	9.04	12.5	9.96	21.95	15.93	10.48	20.68	14.38
TMEM191C	17.37	4.52	6.68	8.57	12.63	8.33	2.41	9.11	4.82	17.26	3.32	3.95	4.16	7.64	2.65	2.86	3.91	11.69	3.54	2.93	12.6	2.67	6.55	13.45	17.03	207.05	7.42	13.51	7.22	14.74	11.45	1.73	3.86	11.49	5.98	1.67	9.94	5.73	10.76	3.67	9.5	5.32	3.89	10.01	9.7	7.25	13.13	4.33	4.13	2.87
ZFP644	41.36	19.81	45.04	18.44	36.55	40.8	38.8	39.5	16.75	26.58	44.99	13.4	103.47	25.95	14.72	21.67	58.98	41.83	44.3	47.83	34.81	21.92	24.42	14.06	24.11	32.96	42.57	41.51	33.41	41.66	32.57	42.01	23.4	23.79	25.8	29.94	13.94	25.7	20.85	26.15	27.49	30.27	24.66	28.51	37.53	18.65	20.47	35.56	25.92	45.84
CAR3	154.99	151.73	124.86	192.43	163.77	216.94	195.87	165.01	177.79	215.31	181.14	226.5	255.16	189.62	78.79	307.69	232.28	140.62	223.85	881.7	20.11	215.04	219.05	117.8	127.9	160.64	230.26	135.36	143.6	117.59	172.28	117	146.4	56.91	157.92	110.88	82.93	235.86	200.84	73.78	77.3	80.91	176.26	148.66	125.59	166.76	39.7	240.29	370.74	51.4
TTPA	1125.37	4636.61	6673.51	3583.25	2827.09	1981.43	2558.69	3305.53	3098.73	1671.02	1789.65	3202.37	3988.41	2728.26	3469.75	3550.03	2524.45	2926.06	3234.65	3108.35	4800.66	3343.01	4747.42	1103.02	4989.71	2935.95	4252.14	2168.44	2687.23	2950.56	2089.45	3707.86	3108.45	1235.53	3403.16	2454.35	2604.89	4371.27	3201.21	5422.15	4686.45	3100.18	4315.07	2315.19	2613.68	4506.91	3135.6	2293.69	2191.54	3398.06
A230083H22RIK	126.28	197.49	117.66	380.3	354.14	84.19	243.24	235.76	252.57	219.15	1130.06	4.92	191.27	105.05	50.89	71.97	285.62	174.42	443.9	254.09	517.74	130.55	1186.01	374.22	279.56	188.38	117.28	179.91	564.36	247.93	298.21	314.04	244.09	103.8	299.03	37.02	318.15	283.09	352.12	191	419.04	133.57	246.35	314.61	320.81	242.77	72.19	166.24	374.61	156.28
PCDH21	98.6	31.45	96.26	113.99	66.75	64.46	92.78	67.68	69.31	50.77	73.95	89	72.69	107.35	81.18	91.73	81.31	92.85	89.37	64.05	150.56	115.51	65.21	84.83	85.4	65.76	71.59	95.37	55.78	72.67	81.39	112.91	89.52	81.19	73.45	137.48	86.09	74.13	77.55	87.4	83.3	77.64	89.38	60.48	71.12	39.42	61.36	77.32	58.04	137.06
BNC2	272.88	325.36	425.63	366.34	226.93	230.07	307.56	328.72	247.71	220.87	240.39	508.17	325.67	275.66	812.26	460.42	463.74	181.89	400.3	246.51	173.61	308.14	268.76	372.32	312.69	188.71	300.36	279.86	318.32	239.74	289.54	391.02	232.26	254.74	289.94	364.98	425.2	400.8	495.72	382.01	318.86	481.58	215.15	284.36	279.12	272.09	413.56	352.18	162.75	348.16
ZIC2	8.49	57.46	376.62	65.11	44.65	48.18	39.64	26.95	55.29	46.13	52.72	75.99	98.12	35.48	65.55	56.32	38.07	26.09	45.34	34.58	35.44	35.2	12.11	52.8	42.36	28.84	44.07	21.79	32.63	37.77	97.38	13.04	33.83	28.78	50.9	48.52	20.56	65.41	65.55	34.97	51.27	580.85	46.9	13.95	44.31	31.79	94.62	55.4	19.4	58.07
