gene_id	external_gene_name	entrezgene_id
ENSMUSG00000071493	Vmn1r208	171252
ENSMUSG00000064294	Aox3	71724
ENSMUSG00000027953	Slc50a1	19729
ENSMUSG00000060126	Tpt1	22070
ENSMUSG00000025723	Nmb	68039
ENSMUSG00000032936	Camkv	235604
ENSMUSG00000043531	Sorcs1	58178
ENSMUSG00000000394	Gcg	14526
ENSMUSG00000030032	Wdr54	75659
ENSMUSG00000026094	Stk17b	98267
ENSMUSG00000067525	Olfr1427	258674
ENSMUSG00000052160	Pld4	104759
ENSMUSG00000035933	Cog5	238123
ENSMUSG00000047716	Olfr736	258660
ENSMUSG00000037965	Zc3h7a	106205
ENSMUSG00000025508	Rplp2	67186
ENSMUSG00000067524	Olfr1428	258673
ENSMUSG00000031230	Fgf16	80903
ENSMUSG00000033405	Nudt15	214254
ENSMUSG00000048096	Lmod1	93689
ENSMUSG00000067522	Olfr76	258677
ENSMUSG00000022110	Sucla2	20916
ENSMUSG00000094692	Olfr738	258662
ENSMUSG00000060407	Cyp2a12	13085
ENSMUSG00000106715	Tmem265	105180375
ENSMUSG00000048175	Asb8	78541
ENSMUSG00000061544	Zfp229	381067
ENSMUSG00000041889	Shisa4	77552
ENSMUSG00000036951	C130079G13Rik	229333
ENSMUSG00000015733	Capza2	12343
ENSMUSG00000029260	Ugt2b34	100727
ENSMUSG00000097972	Scgb2b15	624439
ENSMUSG00000097972	Scgb2b15	624584
ENSMUSG00000028436	Dcaf12	68970
ENSMUSG00000095093	Vmn2r111	210876
ENSMUSG00000062713	Sim2	20465
ENSMUSG00000034544	Rsrc1	66880
ENSMUSG00000036466	Megf11	214058
ENSMUSG00000027936	Crtc2	74343
ENSMUSG00000028946	Hes3	15207
ENSMUSG00000034028	Cd226	225825
ENSMUSG00000036526	Card11	108723
ENSMUSG00000041528	Rnf123	84585
ENSMUSG00000093661	Eif4e3	66892
ENSMUSG00000035314	Gdpd5	233552
ENSMUSG00000048040	Arxes2	76976
ENSMUSG00000031509	1700016D06Rik	76413
ENSMUSG00000015112	Slc25a13	50799
ENSMUSG00000059361	Nrsn2	228777
ENSMUSG00000030380	Mzf1	109889
ENSMUSG00000075600	Zc3h3	223642
ENSMUSG00000021748	Pdhb	68263
ENSMUSG00000022193	Psmb5	19173
ENSMUSG00000042901	Aida	108909
ENSMUSG00000066258	Trim12a	76681
ENSMUSG00000095302	Ssty2	70009
ENSMUSG00000095302	Ssty2	100861817
ENSMUSG00000095302	Ssty2	108168622
ENSMUSG00000035919	Bbs9	319845
ENSMUSG00000039349	C130074G19Rik	226777
ENSMUSG00000028970	Abcb1b	18669
ENSMUSG00000043556	Fbxl7	448987
ENSMUSG00000022160	Mettl3	56335
ENSMUSG00000031570	Plpp5	71910
ENSMUSG00000027966	Col11a1	12814
ENSMUSG00000048355	Arxes1	76219
ENSMUSG00000090110	Cmc4	105886298
ENSMUSG00000004610	Etfb	110826
ENSMUSG00000060923	Acyp2	75572
ENSMUSG00000045092	S1pr1	13609
ENSMUSG00000047143	Dmrta2	242620
ENSMUSG00000026806	Ddx31	227674
ENSMUSG00000022905	Kpna1	16646
ENSMUSG00000071788	Gm14525	100039120
ENSMUSG00000046652	Tas2r143	387514
ENSMUSG00000031200	Mtcp1	17763
ENSMUSG00000035836	Ugt2b1	71773
ENSMUSG00000094921	Vmn2r112	628185
ENSMUSG00000058427	Cxcl2	20310
ENSMUSG00000022124	Fbxl3	50789
ENSMUSG00000047721	Bola2	66162
ENSMUSG00000052397	Ezr	22350
ENSMUSG00000056211	R3hdm1	226412
ENSMUSG00000007653	Gabrb2	14401
ENSMUSG00000028434	Epb41l4b	54357
ENSMUSG00000021228	Acot3	171281
ENSMUSG00000026981	Il1rn	16181
ENSMUSG00000031605	Klhl2	77113
ENSMUSG00000038546	Ranbp9	56705
ENSMUSG00000035150	Eif2s3x	26905
ENSMUSG00000061947	Serpina10	217847
ENSMUSG00000030707	Coro1a	12721
ENSMUSG00000028398	Dmac1	66928
ENSMUSG00000027833	Shox2	20429
ENSMUSG00000050896	Rtn4rl2	269295
ENSMUSG00000055775	Myh8	17885
ENSMUSG00000042269	Fam92b	436062
ENSMUSG00000052392	Acot4	171282
ENSMUSG00000070604	Vsig10l	75690
ENSMUSG00000034892	Rps29	20090
ENSMUSG00000006154	Eps8l1	67425
ENSMUSG00000032174	Icam5	15898
ENSMUSG00000041831	Sytl3	83672
ENSMUSG00000041831	Sytl3	101055731
ENSMUSG00000033554	Dph5	69740
ENSMUSG00000021051	Ppp2r5e	26932
ENSMUSG00000039713	Plekhg5	269608
ENSMUSG00000033488	Cryzl2	226527
ENSMUSG00000034883	Lrr1	69706
ENSMUSG00000038379	Ttk	22137
ENSMUSG00000056203	Tas2r135	387512
ENSMUSG00000029376	Mthfd2l	665563
ENSMUSG00000056216	Cebpg	12611
ENSMUSG00000091376	Aadacl2	639634
ENSMUSG00000045348	Nyap1	243300
ENSMUSG00000021182	Ccdc88c	68339
ENSMUSG00000001014	Icam4	78369
ENSMUSG00000035296	Sgcg	24053
ENSMUSG00000028096	Gpr89	67549
ENSMUSG00000048284	Tas2r126	387353
ENSMUSG00000058755	Osm	18413
ENSMUSG00000022364	Tbc1d31	210544
ENSMUSG00000026272	Agxt	11611
ENSMUSG00000037405	Icam1	15894
ENSMUSG00000035778	Ggta1	14594
ENSMUSG00000040629	Mael	98558
ENSMUSG00000029875	Ccdc184	239650
ENSMUSG00000022906	Parp9	80285
ENSMUSG00000063200	Nol7	70078
ENSMUSG00000047414	Flrt2	399558
ENSMUSG00000032328	Tmem30a	69981
ENSMUSG00000028927	Padi2	18600
ENSMUSG00000049339	Retreg2	227298
ENSMUSG00000052974	Cyp2f2	13107
ENSMUSG00000038384	Setd1b	208043
ENSMUSG00000079177	Fam228a	74855
ENSMUSG00000100512	Ovol3	381867
ENSMUSG00000026241	Nppc	18159
ENSMUSG00000037149	Ddx1	104721
ENSMUSG00000089762	Ier5l	72500
ENSMUSG00000002486	Tchp	77832
ENSMUSG00000038304	Cd160	54215
ENSMUSG00000060807	Serpina6	12401
ENSMUSG00000022414	Tab1	66513
ENSMUSG00000036371	Serbp1	66870
ENSMUSG00000015027	Galns	50917
ENSMUSG00000070002	Ell	13716
ENSMUSG00000042279	H1foo	171506
ENSMUSG00000073514	Dok6	623279
ENSMUSG00000037499	Nenf	66208
ENSMUSG00000033487	Fndc3a	319448
ENSMUSG00000071491	Vmn1r209	432736
ENSMUSG00000027465	Tbc1d20	67231
ENSMUSG00000020640	Itsn2	20403
ENSMUSG00000047363	Cstad	78617
ENSMUSG00000057903	Olfr739	258663
ENSMUSG00000037410	Tbc1d2b	67016
ENSMUSG00000078518	Gm13030	105734733
ENSMUSG00000057123	Gja5	14613
ENSMUSG00000046718	Bst2	69550
ENSMUSG00000049744	Arhgap15	76117
ENSMUSG00000032313	Tmem266	244886
ENSMUSG00000037525	Bcdin3d	75284
ENSMUSG00000049502	Dtx3l	209200
ENSMUSG00000034171	Faah	14073
ENSMUSG00000059772	Slx1b	75764
ENSMUSG00000030750	Nsmce1	67711
ENSMUSG00000045690	Wdr89	72338
ENSMUSG00000028293	Slc35a1	24060
ENSMUSG00000078796	Zfp541	666528
ENSMUSG00000075427	Olfr288	545140
ENSMUSG00000068574	Olfr458	258436
ENSMUSG00000049908	Gja8	14616
ENSMUSG00000015522	Arnt	11863
ENSMUSG00000015016	Acsf3	257633
ENSMUSG00000061974	Cldn24	100039801
ENSMUSG00000090129	Olfr287	634104
ENSMUSG00000058498	Rnf207	433809
ENSMUSG00000028751	Pla2g2e	26970
ENSMUSG00000040405	Havcr1	171283
ENSMUSG00000032363	Adamts7	108153
ENSMUSG00000038298	Pdzk1	59020
ENSMUSG00000050105	Grrp1	72690
ENSMUSG00000009614	Sardh	192166
ENSMUSG00000022436	Sh3bp1	20401
ENSMUSG00000046108	Il17c	234836
ENSMUSG00000094133	Olfr1431	258409
ENSMUSG00000095917	Olfr740	258661
ENSMUSG00000096546	Smlr1	100504474
ENSMUSG00000027601	Mtfr1	67472
ENSMUSG00000022801	Lrch3	70144
ENSMUSG00000033594	Spata2l	78779
ENSMUSG00000101232	Scgb1b15	102637163
ENSMUSG00000095765	Olfr741	258233
ENSMUSG00000040990	Sh3kbp1	58194
ENSMUSG00000069743	Zfp820	75424
ENSMUSG00000021597	Slf1	105377
ENSMUSG00000027761	Aadac	67758
ENSMUSG00000073680	Tmem88b	320587
ENSMUSG00000075023	Accsl	381411
ENSMUSG00000080725	Gm6121	619991
ENSMUSG00000038212	Mfsd14b	66631
ENSMUSG00000033396	Spg11	214585
ENSMUSG00000068431	Olfr742	258422
ENSMUSG00000054141	Olfr24	18322
ENSMUSG00000038064	Cldn22	75677
ENSMUSG00000006517	Mvd	192156
ENSMUSG00000031563	Wwc2	52357
ENSMUSG00000037020	Wdr62	233064
ENSMUSG00000032268	Tmprss5	80893
ENSMUSG00000000411	Tssk3	58864
ENSMUSG00000091983	Olfr457	258989
ENSMUSG00000078546	Zfp995	70081
ENSMUSG00000066828	Vmn2r37	22305
ENSMUSG00000094285	Olfr743	219019
ENSMUSG00000025105	Bnc1	12173
ENSMUSG00000060090	Rp2	19889
ENSMUSG00000078487	Ankrd65	242805
ENSMUSG00000028437	Ubap1	67123
ENSMUSG00000090631	Olfr456	259144
ENSMUSG00000020444	Guk1	14923
ENSMUSG00000034394	Lif	16878
ENSMUSG00000020973	Dnaaf2	109065
ENSMUSG00000031824	6430548M08Rik	234797
ENSMUSG00000048703	Speer4b	73526
ENSMUSG00000021944	Gata4	14463
ENSMUSG00000063415	Cyp26b1	232174
ENSMUSG00000067780	Pi15	94227
ENSMUSG00000027074	Slc43a3	58207
ENSMUSG00000071494	Olfr455	546896
ENSMUSG00000034957	Cebpa	12606
ENSMUSG00000049751	Rpl36al	66483
ENSMUSG00000078116	Olfr828	258598
ENSMUSG00000020974	Pole2	18974
ENSMUSG00000047878	A4galt	239559
ENSMUSG00000023011	Faim2	72393
ENSMUSG00000030323	Ift122	81896
ENSMUSG00000037636	Slc25a43	194744
ENSMUSG00000031253	Srpx2	68792
ENSMUSG00000018341	Il12rb2	16162
ENSMUSG00000044167	Foxo1	56458
ENSMUSG00000039662	Icmt	57295
ENSMUSG00000025911	Adhfe1	76187
ENSMUSG00000039913	Pak7	241656
ENSMUSG00000027236	Eif3j1	78655
ENSMUSG00000109238	Gm35060	102638514
ENSMUSG00000032470	Mras	17532
ENSMUSG00000020674	Pxdn	69675
ENSMUSG00000033565	Rbfox2	93686
ENSMUSG00000078554	Fam229a	68233
ENSMUSG00000051351	Zfp46	22704
ENSMUSG00000059866	Tnip2	231130
ENSMUSG00000057203	Vmn1r234	171232
ENSMUSG00000026841	Fibcd1	98970
ENSMUSG00000073116	Gm10471	100039045
ENSMUSG00000025534	Gusb	110006
ENSMUSG00000056487	Mettl7a2	393082
ENSMUSG00000024682	Gif	14603
ENSMUSG00000090658	Prss47	218304
ENSMUSG00000054823	Nsd3	234135
ENSMUSG00000015747	Vps45	22365
ENSMUSG00000027082	Tfpi	21788
ENSMUSG00000022439	Parvg	64099
ENSMUSG00000032002	Dcun1d5	76863
ENSMUSG00000093789	Methig1	554292
ENSMUSG00000021337	Scgn	214189
ENSMUSG00000031351	Zfp185	22673
ENSMUSG00000037225	Fgf2	14173
ENSMUSG00000022594	Lynx1	23936
ENSMUSG00000030762	Aqp8	11833
ENSMUSG00000030428	Ttyh1	57776
ENSMUSG00000049721	Gal3st1	53897
ENSMUSG00000000168	Dlat	235339
ENSMUSG00000052675	Zfp112	57745
ENSMUSG00000061458	Nol10	217431
ENSMUSG00000070471	Erich6	545527
ENSMUSG00000033083	Tbc1d4	210789
ENSMUSG00000010175	Prox1	19130
ENSMUSG00000068860	Gm128	229588
ENSMUSG00000023828	Slc22a3	20519
ENSMUSG00000094892	Vmn2r101	627576
ENSMUSG00000079531	Gm5936	546325
ENSMUSG00000028115	Bnipl	171388
ENSMUSG00000029864	Gstk1	76263
ENSMUSG00000026389	Steap3	68428
ENSMUSG00000021509	Slc25a48	328258
ENSMUSG00000058402	Zfp420	233058
ENSMUSG00000039000	Ube3c	100763
ENSMUSG00000038374	Rbm8a	60365
ENSMUSG00000045868	Gvin1	74558
ENSMUSG00000036073	Galt	14430
ENSMUSG00000020799	Tekt1	21689
ENSMUSG00000032342	Mto1	68291
ENSMUSG00000082932	Cyp2j8	665095
ENSMUSG00000041624	Gucy1a2	234889
ENSMUSG00000062121	Olfr149	235256
ENSMUSG00000034109	Golim4	73124
ENSMUSG00000036181	Hist1h1c	50708
ENSMUSG00000095839	Olfr965	258165
ENSMUSG00000050954	Zfp169	67911
ENSMUSG00000073293	Nudt10	102954
ENSMUSG00000099687	Olfr623	259126
ENSMUSG00000025040	Fundc1	72018
ENSMUSG00000069310	Hist1h3c	319148
ENSMUSG00000020901	Pik3r5	320207
ENSMUSG00000023279	Bmp15	12155
ENSMUSG00000045780	Olfr624	258189
ENSMUSG00000027425	Kat14	228714
ENSMUSG00000039765	Cc2d2a	231214
ENSMUSG00000028234	Rps20	67427
ENSMUSG00000094353	Olfr150	258602
ENSMUSG00000036427	Gpi1	14751
ENSMUSG00000051680	Olfr693	258445
ENSMUSG00000100856	Gm21627	108168557
ENSMUSG00000079628	Rhox4g	664608
ENSMUSG00000055820	Olfr967	258086
ENSMUSG00000075031	Hist1h2bb	319178
ENSMUSG00000032301	Psma4	26441
ENSMUSG00000026047	Kdelc1	72050
ENSMUSG00000025894	Aasdhppt	67618
ENSMUSG00000060332	Tmc2	192140
ENSMUSG00000047257	Prss45	260408
ENSMUSG00000063549	Olfr322	404346
ENSMUSG00000063305	Psg20	434540
ENSMUSG00000064223	Olfr694	258444
ENSMUSG00000028426	Rad23b	19359
ENSMUSG00000031553	Adam3	11497
ENSMUSG00000003575	Crtc1	382056
ENSMUSG00000028264	Spaca1	67652
ENSMUSG00000010607	Pigyl	66268
ENSMUSG00000061615	Hist1h2ab	319172
ENSMUSG00000058244	Olfr506	258215
ENSMUSG00000061525	4921509C19Rik	381393
ENSMUSG00000064129	Gm14781	629542
ENSMUSG00000069267	Hist1h3b	319150
ENSMUSG00000093895	Gm21865	108168511
ENSMUSG00000098387	Pet117	100048644
ENSMUSG00000075394	Hoxc4	15423
ENSMUSG00000069266	Hist1h4b	326620
ENSMUSG00000020664	Dld	13382
ENSMUSG00000014859	E2f4	104394
ENSMUSG00000095903	Olfr968	258605
ENSMUSG00000020368	Canx	12330
ENSMUSG00000050822	Slc29a4	243328
ENSMUSG00000027242	Wdr76	241627
ENSMUSG00000027455	Nsfl1c	386649
ENSMUSG00000042729	Wdr74	107071
ENSMUSG00000068270	Shroom4	208431
ENSMUSG00000056380	Gpr50	14765
ENSMUSG00000036586	Grifin	77998
ENSMUSG00000033967	Rnf225	381845
ENSMUSG00000036432	Siah2	20439
ENSMUSG00000018819	Lsp1	16985
ENSMUSG00000107711	Olfr320	216783
ENSMUSG00000075133	Olfr1170	258525
ENSMUSG00000098112	Bin2	668218
ENSMUSG00000094254	Olfr969	258823
ENSMUSG00000042462	Dctpp1	66422
ENSMUSG00000064044	Olfr319	258493
ENSMUSG00000090840	1700092M07Rik	74307
ENSMUSG00000033530	Ttc7b	104718
ENSMUSG00000066224	Arid3c	550619
ENSMUSG00000030483	Cyp2b10	13088
ENSMUSG00000047539	Fbxo28	67948
ENSMUSG00000061392	Mageb5	74271
ENSMUSG00000031871	Cdh5	12562
ENSMUSG00000032518	Rpsa	16785
ENSMUSG00000025043	Dusp21	73547
ENSMUSG00000022019	Tdrd3	219249
ENSMUSG00000071769	Rhox3h	434758
ENSMUSG00000042694	Stn1	108689
ENSMUSG00000044820	AY074887	246735
ENSMUSG00000091923	Gm8267	666744
ENSMUSG00000036078	Sigmar1	18391
ENSMUSG00000004500	Zfp324	243834
ENSMUSG00000026049	Tex30	75623
ENSMUSG00000090210	Itga10	213119
ENSMUSG00000044903	Psg22	243862
ENSMUSG00000108265	Olfr318	258494
ENSMUSG00000032458	Copb2	50797
ENSMUSG00000061000	Olfr507	258738
ENSMUSG00000026196	Bard1	12021
ENSMUSG00000061393	Acvr2b	11481
ENSMUSG00000004631	Sgce	20392
ENSMUSG00000063764	Olfr508	258769
ENSMUSG00000021532	Fastkd3	69577
ENSMUSG00000008822	Acyp1	66204
ENSMUSG00000008373	Prpf31	68988
ENSMUSG00000108948	Olfr695	258591
ENSMUSG00000095774	Olfr970	258604
ENSMUSG00000049280	Olfr509	258369
ENSMUSG00000040006	Ginm1	215751
ENSMUSG00000032698	Lmo2	16909
ENSMUSG00000042894	Olfr1260	258983
ENSMUSG00000029012	Orc5	26429
ENSMUSG00000026229	Psmd1	70247
ENSMUSG00000021983	Atp8a2	50769
ENSMUSG00000032478	Nme6	54369
ENSMUSG00000020346	Mgat1	17308
ENSMUSG00000022314	Rad21	19357
ENSMUSG00000074472	Zfp872	619310
ENSMUSG00000036114	Rpp25l	69961
ENSMUSG00000025497	Cdhr5	72040
ENSMUSG00000042425	Frmpd3	245643
ENSMUSG00000048994	H2al3	385317
ENSMUSG00000021538	Il9	16198
ENSMUSG00000028102	Pex11b	18632
ENSMUSG00000073888	Ccl27a	20301
ENSMUSG00000073888	Ccl27a	100040048
ENSMUSG00000039313	AF529169	209743
ENSMUSG00000052942	Glis3	226075
ENSMUSG00000022957	Itsn1	16443
ENSMUSG00000079627	Rhox2h	622301
ENSMUSG00000079278	Tmem233	545798
ENSMUSG00000036006	Ripor2	193385
ENSMUSG00000058019	Ces5a	67935
ENSMUSG00000021109	Hif1a	15251
ENSMUSG00000030049	Gkn2	66284
ENSMUSG00000027253	Lrp4	228357
ENSMUSG00000037752	Xkr8	381560
ENSMUSG00000025194	Abcc2	12780
ENSMUSG00000049184	Purg	75029
ENSMUSG00000027893	Ahcyl1	229709
ENSMUSG00000069378	Prdm6	225518
ENSMUSG00000060093	Hist1h4a	326619
ENSMUSG00000020910	Adprm	66358
ENSMUSG00000043629	1700019D03Rik	67080
ENSMUSG00000075132	Olfr1173	404329
ENSMUSG00000024268	Celf4	108013
ENSMUSG00000095189	Olfr1472	258685
ENSMUSG00000069265	Hist1h3a	360198
ENSMUSG00000055044	Pdlim1	54132
ENSMUSG00000071713	Csf2rb	12983
ENSMUSG00000027180	Fbxo3	57443
ENSMUSG00000018999	Slc35b4	58246
ENSMUSG00000049539	Hist1h1a	80838
ENSMUSG00000000759	Tubgcp3	259279
ENSMUSG00000053841	Txlna	109658
ENSMUSG00000037661	Gpr160	71862
ENSMUSG00000051591	Olfr697	258592
ENSMUSG00000114797	Gm49336	71844
ENSMUSG00000037221	Mospd3	68929
ENSMUSG00000061723	Tnnt3	21957
ENSMUSG00000049091	Sephs2	20768
ENSMUSG00000055730	Ces2a	102022
ENSMUSG00000043913	Ccdc60	269693
ENSMUSG00000059087	Olfr698	258595
ENSMUSG00000011179	Odc1	18263
ENSMUSG00000027367	Stard7	99138
ENSMUSG00000010608	Rbm25	67039
ENSMUSG00000060030	Olfr317	257931
ENSMUSG00000064140	Trim38	214158
ENSMUSG00000095180	Rhox5	18617
ENSMUSG00000096775	Gm5796	545007
ENSMUSG00000036061	Smug1	71726
ENSMUSG00000034189	Hsdl1	72552
ENSMUSG00000004542	Psg19	26439
ENSMUSG00000051177	Plcb1	18795
ENSMUSG00000078365	Mos	17451
ENSMUSG00000041607	Mbp	17196
ENSMUSG00000079432	Gm15023	100040635
ENSMUSG00000107677	Olfr316	258064
ENSMUSG00000030786	Itgam	16409
ENSMUSG00000034349	Smc4	70099
ENSMUSG00000049719	Prss46	74306
ENSMUSG00000056959	Olfr315	258531
ENSMUSG00000026235	Epha4	13838
ENSMUSG00000057982	Zfp809	235047
ENSMUSG00000096183	Gm3727	102632113
ENSMUSG00000050023	Olfr1176	258767
ENSMUSG00000035382	Pcsk7	18554
ENSMUSG00000109865	Hspa14	50497
ENSMUSG00000056755	Grm7	108073
ENSMUSG00000028558	Calr4	108802
ENSMUSG00000059504	Olfr314	257917
ENSMUSG00000032898	Fbxo21	231670
ENSMUSG00000049580	Tsku	244152
ENSMUSG00000053211	Zfy1	22767
ENSMUSG00000035509	Fbxl21	213311
ENSMUSG00000036840	Siah1a	20437
ENSMUSG00000006200	Rhox6	19202
ENSMUSG00000062995	Ica1	15893
ENSMUSG00000030739	Myh14	71960
ENSMUSG00000032243	Itga11	319480
ENSMUSG00000072214	Sept5	18951
ENSMUSG00000050989	Selenon	74777
ENSMUSG00000022521	Crebbp	12914
ENSMUSG00000040044	Orc3	50793
ENSMUSG00000072774	Zfp951	626391
ENSMUSG00000095961	Vmn2r102	224572
ENSMUSG00000004540	Psg17	26437
ENSMUSG00000053181	A830005F24Rik	442803
ENSMUSG00000036907	C1ql2	226359
ENSMUSG00000029570	Lfng	16848
ENSMUSG00000021113	Snapc1	75627
ENSMUSG00000091771	Vmn2r103	627636
ENSMUSG00000042340	Ctf1	13019
ENSMUSG00000071767	Rhox7a	547168
ENSMUSG00000028896	Rcc1	100088
ENSMUSG00000026510	Trp53bp2	209456
ENSMUSG00000048752	Prss50	235631
ENSMUSG00000032235	Ice2	93697
ENSMUSG00000060034	Ctf2	244218
ENSMUSG00000026348	Acmsd	266645
ENSMUSG00000020128	Vps54	245944
ENSMUSG00000062794	Zfp599	235048
ENSMUSG00000091022	Gm3115	100041054
ENSMUSG00000037259	Dzank1	241688
ENSMUSG00000038580	Sct	20287
ENSMUSG00000028447	Dctn3	53598
ENSMUSG00000042650	Alkbh5	268420
ENSMUSG00000094729	Gm20747	434960
ENSMUSG00000094729	Gm20747	100041284
ENSMUSG00000094729	Gm20747	100862371
ENSMUSG00000094729	Gm20747	108168629
ENSMUSG00000090383	Vmn2r58	628422
ENSMUSG00000028454	Pigo	56703
ENSMUSG00000096714	Olfr699	258180
ENSMUSG00000021211	Akr1c12	622402
ENSMUSG00000031409	Tceal6	66104
ENSMUSG00000032940	Rbm11	224344
ENSMUSG00000069844	Sco1	52892
ENSMUSG00000031803	B3gnt3	72297
ENSMUSG00000033794	Lpcat2b	70902
ENSMUSG00000031652	N4bp1	80750
ENSMUSG00000014361	Mertk	17289
ENSMUSG00000073889	Il11ra1	16157
ENSMUSG00000033813	Tcea1	21399
ENSMUSG00000033805	Ephx4	384214
ENSMUSG00000069053	Uba1y	22202
ENSMUSG00000030315	Vgll4	232334
ENSMUSG00000032086	Bace1	23821
ENSMUSG00000053483	Usp21	30941
ENSMUSG00000074259	Gramd2	546134
ENSMUSG00000041669	Prima1	170952
ENSMUSG00000050761	Gp1bb	14724
ENSMUSG00000022704	Qtrt2	106248
ENSMUSG00000031872	Bean1	65115
ENSMUSG00000099689	Zfp383	73729
ENSMUSG00000031523	Dlc1	50768
ENSMUSG00000062040	Zfp27	22689
ENSMUSG00000027285	Haus2	66296
ENSMUSG00000047603	Zfp235	56525
ENSMUSG00000096273	Olfr1474	258123
ENSMUSG00000029299	Abcg3	27405
ENSMUSG00000043122	A530016L24Rik	319942
ENSMUSG00000046085	4931422A03Rik	70986
ENSMUSG00000051235	Gen1	209334
ENSMUSG00000042208	0610010F05Rik	71675
ENSMUSG00000025903	Lypla1	18777
ENSMUSG00000045667	Smtnl2	276829
ENSMUSG00000059975	Zfp74	72723
ENSMUSG00000094822	Olfr243	436002
ENSMUSG00000054013	Tmem179	104885
ENSMUSG00000039477	Tnrc18	231861
ENSMUSG00000089872	Rps6kc1	320119
ENSMUSG00000029205	Chrna9	231252
ENSMUSG00000096516	Olfr628	259159
ENSMUSG00000034210	Efcab14	230648
ENSMUSG00000022701	Ccdc191	212153
ENSMUSG00000013584	Aldh1a2	19378
ENSMUSG00000021879	Dnah12	110083
ENSMUSG00000031832	Taf1c	21341
ENSMUSG00000026390	Marco	17167
ENSMUSG00000006007	Pdc	20028
ENSMUSG00000059343	Aldoart1	353204
ENSMUSG00000096708	Olfr1475	258298
ENSMUSG00000052914	Cyp2j6	13110
ENSMUSG00000033721	Vav3	57257
ENSMUSG00000032085	Tagln	21345
ENSMUSG00000064137	Rhox8	434768
ENSMUSG00000032750	Gab3	210710
ENSMUSG00000032750	Gab3	100503280
ENSMUSG00000075002	Gm813	328695
ENSMUSG00000009628	Tex15	104271
ENSMUSG00000040473	Cfap69	207686
ENSMUSG00000030830	Itgal	16408
ENSMUSG00000023008	Fmnl3	22379
ENSMUSG00000094493	Olfr700	258593
ENSMUSG00000055789	E330017A01Rik	224247
ENSMUSG00000042790	Rnf214	235315
ENSMUSG00000050122	Vwa3b	70853
ENSMUSG00000027157	4930430A15Rik	67575
ENSMUSG00000031831	Dnaaf1	68270
ENSMUSG00000067360	Pramel3	83565
ENSMUSG00000058665	En1	13798
ENSMUSG00000046207	Pik3r6	104709
ENSMUSG00000028291	Akirin2	433693
ENSMUSG00000045064	Zc2hc1c	72350
ENSMUSG00000029255	Gnrhr	14715
ENSMUSG00000022387	Brd1	223770
ENSMUSG00000009670	Tex11	83558
ENSMUSG00000031748	Gnao1	14681
ENSMUSG00000033624	Pdpr	319518
ENSMUSG00000028415	Spink4	20731
ENSMUSG00000028318	Polr1e	64424
ENSMUSG00000092032	Vmn2r59	628444
ENSMUSG00000021796	Bmpr1a	12166
ENSMUSG00000059864	Olfr1393	258463
ENSMUSG00000040966	Slc22a2	20518
ENSMUSG00000031298	Adgrg2	237175
ENSMUSG00000029298	Gbp9	236573
ENSMUSG00000043004	Gng2	14702
ENSMUSG00000034290	Nek9	217718
ENSMUSG00000040410	Fbxl4	269514
ENSMUSG00000037363	Letm2	270035
ENSMUSG00000039205	Ciz1	68379
ENSMUSG00000041237	Pklr	18770
ENSMUSG00000029420	Rimbp2	231760
ENSMUSG00000079363	Gbp4	17472
ENSMUSG00000028416	Bag1	12017
ENSMUSG00000061295	Olfr1261	258466
ENSMUSG00000066829	Zfp810	235050
ENSMUSG00000072049	Vmn2r121	100038941
ENSMUSG00000035199	Arl6ip5	65106
ENSMUSG00000039910	Cited2	17684
ENSMUSG00000032353	Tmed3	66111
ENSMUSG00000070738	Dgkd	227333
ENSMUSG00000044086	Lmod3	320502
ENSMUSG00000004651	Tyr	22173
ENSMUSG00000027508	Pag1	94212
ENSMUSG00000003282	Plag1	56711
ENSMUSG00000030726	Pold3	67967
ENSMUSG00000034345	Gtf2h5	66467
ENSMUSG00000059201	Lep	16846
ENSMUSG00000036323	Srp72	66661
ENSMUSG00000014609	Chrne	11448
ENSMUSG00000034438	Gbp8	76074
ENSMUSG00000038042	Ptpdc1	218232
ENSMUSG00000026141	Col19a1	12823
ENSMUSG00000054453	Sytl5	236643
ENSMUSG00000028885	Smpdl3b	100340
ENSMUSG00000029131	Dnajb6	23950
ENSMUSG00000022184	Fbxo4	106052
ENSMUSG00000090315	Vmn2r104	22313
ENSMUSG00000028843	Sh3bgrl3	73723
ENSMUSG00000030048	Gkn3	68888
ENSMUSG00000027690	Slc2a2	20526
ENSMUSG00000026413	Pkp1	18772
ENSMUSG00000012126	Ubxn11	67586
ENSMUSG00000025964	Adam23	23792
ENSMUSG00000015757	Ppil4	67418
ENSMUSG00000096753	Fam181a	100504156
ENSMUSG00000041124	Msantd4	78100
ENSMUSG00000087279	4930544D05Rik	668433
ENSMUSG00000028051	Hcn3	15168
ENSMUSG00000052833	Sae1	56459
ENSMUSG00000090764	Gm3127	100041076
ENSMUSG00000021539	Lect2	16841
ENSMUSG00000057110	Cntrl	26920
ENSMUSG00000019989	Enpp3	209558
ENSMUSG00000047606	Ankrd34c	330998
ENSMUSG00000041476	Smpx	66106
ENSMUSG00000093934	Olfr971	258607
ENSMUSG00000022099	Dmtn	13829
ENSMUSG00000005501	Usp40	227334
ENSMUSG00000025060	Slk	20874
ENSMUSG00000071629	Olfr1477	258691
ENSMUSG00000028873	Cdca8	52276
